# Apartat a
 0.28257388644748E+02 0.10435361779282E+06 0.10438593869104E+06
 0.94191295482494E+01 0.10438241598784E+06 0.10438601576222E+06
 0.31397098494165E+01 0.10438561665205E+06 0.10438601673508E+06
 0.10465699498055E+01 0.10438597229211E+06 0.10438601674712E+06
 0.34885664993516E+00 0.10438601180781E+06 0.10438601674727E+06
 0.11628554997839E+00 0.10438601619844E+06 0.10438601674727E+06
 0.38761849992796E-01 0.10438601668629E+06 0.10438601674727E+06
 0.12920616664265E-01 0.10438601674049E+06 0.10438601674727E+06
 0.43068722214218E-02 0.10438601674652E+06 0.10438601674727E+06
 0.14356240738073E-02 0.10438601674719E+06 0.10438601674727E+06
 0.47854135793575E-03 0.10438601674726E+06 0.10438601674727E+06
 0.15951378597858E-03 0.10438601674726E+06 0.10438601674727E+06
 0.53171261992861E-04 0.10438601674727E+06 0.10438601674726E+06


# Apartat b
 0.28257388644748E+02 0.22813714657724E+02 0.63757033119298E-01 0.32400544384538E+02 0.79646163852885E-01
 0.94191295482494E+01 0.25348571841916E+01 0.78712386567034E-03 0.36023493618850E+01 0.25749840569915E-02
 0.31397098494165E+01 0.28165079824351E+00 0.97175785885227E-05 0.40168515572441E+00 0.16021299670683E-02
 0.10465699498055E+01 0.31294533138168E-01 0.11997010603114E-06 0.46045095747104E-01 0.15900882281130E-02
 0.34885664993516E+00 0.34771703486853E-02 0.14811124201376E-08 0.65294012456434E-02 0.15899395657470E-02
 0.11628554997839E+00 0.38635226096503E-03 0.18285338520217E-10 0.21387669403339E-02 0.15899377904134E-02
 0.38761849992796E-01 0.42928028996115E-04 0.22574492000268E-12 0.16509187116753E-02 0.15899376448942E-02
 0.12920616664265E-01 0.47697809995683E-05 0.27869743210207E-14 0.15967132203514E-02 0.15899372083368E-02
 0.43068722214218E-02 0.52997566661870E-06 0.34407090382972E-16 0.15906903718133E-02 0.15899372228887E-02
 0.14356240738073E-02 0.58886185179856E-07 0.42477889361694E-18 0.15900207945378E-02 0.15899358113529E-02
 0.47854135793575E-03 0.65429094644284E-08 0.52441838718141E-20 0.15899440040812E-02 0.15899371501291E-02
 0.15951378597858E-03 0.72698994049205E-09 0.64743010763137E-22 0.15899435675237E-02 0.15899397112662E-02


# Apartat c
 0.28257388644748E+02 0.10438601576222E+06 0.25749840569915E-02
 0.94191295482494E+01 0.10438601673508E+06 0.16021299525164E-02
 0.31397098494165E+01 0.10438601674712E+06 0.15900882572168E-02
 0.10465699498055E+01 0.10438601674727E+06 0.15899394347798E-02
 0.34885664993516E+00 0.10438601674727E+06 0.15899376448942E-02
 0.11628554997839E+00 0.10438601674727E+06 0.15899376885500E-02
 0.38761849992796E-01 0.10438601674727E+06 0.15899375284789E-02
 0.12920616664265E-01 0.10438601674727E+06 0.15899375139270E-02
 0.43068722214218E-02 0.10438601674727E+06 0.15899371064734E-02
 0.14356240738073E-02 0.10438601674727E+06 0.15899343998171E-02
 0.47854135793575E-03 0.10438601674726E+06 0.15899435093161E-02
 0.15951378597858E-03 0.10438601674727E+06 0.15899387508398E-02
