# Resultados para E0 = 0.10
 1 -0.506370081090E-01
 2 -0.644863140968E-02
 3 -0.122533648006E-03
 4 -0.453603454484E-07
 5 -0.621915133420E-14
 6 -0.116751413973E-27


# Resultados para E0 = 0.20
 1 -0.643546571746E+00
 2 -0.362602870343E+00
 3 -0.164799338848E+00
 4 -0.497132682126E-01
 5 -0.623453006297E-02
 6 -0.114627862724E-03
 7 -0.396971883140E-07
 8 -0.476319017972E-14
 9 -0.686308987542E-28


# Resultados para E0 = 0.65
 1  0.728925876914E+00
 2  0.748321975364E+00
 3  0.749986860664E+00
 4  0.749999701212E+00
 5  0.749999701977E+00
 6  0.749999701977E+00


# Resultados para E0 = 0.70
 1  0.742564298545E+00
 2  0.749761945854E+00
 3  0.749999440132E+00
 4  0.749999701977E+00
 5  0.749999701977E+00


# Resultados para E0 = 1.30
 1  0.833360376995E+00
 2  0.550259170095E+00
 3  0.704322350259E+00
 4  0.743584234181E+00
 5  0.749820875174E+00
 6  0.749999553753E+00
 7  0.749999701977E+00
 8  0.749999701977E+00


# Resultados para E0 = 2.40
 1  0.211577095379E+01
 2  0.189127509181E+01
 3  0.172748897172E+01
 4  0.162499194471E+01
 5  0.157985894387E+01
 6  0.157110431234E+01
 7  0.157079674161E+01
 8  0.157079637051E+01
 9  0.157079637051E+01


# Resultados para E0 = 2.60
 1  0.228044173300E+01
 2  0.201970711170E+01
 3  0.181914070146E+01
 4  0.167960403815E+01
 5  0.160091897168E+01
 6  0.157388754676E+01
 7  0.157083325188E+01
 8  0.157079637584E+01
 9  0.157079637051E+01
10  0.157079637051E+01


# Resultados para E0 = 3.90
 1  0.342075027914E+01
 2  0.299006021569E+01
 3  0.261216821178E+01
 4  0.229059690829E+01
 5  0.202778527331E+01
 6  0.182510716111E+01
 7  0.168343222212E+01
 8  0.160268545171E+01
 9  0.157423441780E+01
10  0.157084191557E+01
11  0.157079637863E+01
12  0.157079637051E+01
13  0.157079637051E+01


# Resultados para E0 = 5.30
 1  0.471788357506E+01
 2  0.417302489768E+01
 3  0.366979608034E+01
 4  0.321273286993E+01
 5  0.280627477389E+01
 6  0.245438054862E+01
 7  0.216009637385E+01
 8  0.192532337092E+01
 9  0.175111482498E+01
10  0.163818457763E+01
11  0.158412139794E+01
12  0.157144880565E+01
13  0.157079803349E+01
14  0.157079637052E+01
15  0.157079637051E+01
16  0.157079637051E+01


