  0.251327008009E+00 -0.116759088581E+00  0.218111804516E+00  0.154335488928E-01
  0.502654016018E+00 -0.619417013406E-01  0.233334582553E+00  0.313443514031E+00
  0.753980994225E+00  0.527476415115E-03  0.104430084975E+00  0.129979423719E+00
  0.100530803204E+01 -0.944949973473E-02 -0.157808995689E+00 -0.203526516416E+00
  0.125663506985E+01 -0.787958490319E-01 -0.947619888071E-01 -0.254370542252E+00
  0.150796198845E+01 -0.570819939745E-01  0.101992920619E+01  0.667872936198E+00
  0.175928902626E+01  0.433875662513E+00  0.440356863679E+01  0.372820232761E+01
  0.201061606407E+01  0.215638946612E+01  0.120887606956E+02  0.108817596630E+02
  0.226194310188E+01  0.651033977483E+01  0.274029913695E+02  0.253410485395E+02
  0.251327013969E+01  0.159306131289E+02  0.556795273457E+02  0.522692964475E+02
  0.276459717751E+01  0.344978778051E+02  0.105307397552E+03  0.998056158432E+02
  0.301592397690E+01  0.688637994250E+02  0.189273997918E+03  0.180571906541E+03
  0.326725101471E+01  0.129637212986E+03  0.327416419206E+03  0.313874813379E+03
  0.351857805252E+01  0.233440977449E+03  0.549689157249E+03  0.528902571092E+03
  0.376990509033E+01  0.405940675439E+03  0.900881119865E+03  0.869342801385E+03
  0.402123212814E+01  0.686272490304E+03  0.144738941475E+04  0.140001740296E+04
  0.427255916595E+01  0.113347677751E+04  0.228690360131E+04  0.221637228966E+04
  0.452388620377E+01  0.183579376975E+04  0.356219250955E+04  0.345799294862E+04
  0.477521324158E+01  0.292402714826E+04  0.548065646559E+04  0.532777920461E+04
  0.502654027939E+01  0.459066775259E+04  0.834195806260E+04  0.811905195114E+04
  0.527786731720E+01  0.711714586988E+04  0.125769420355E+05  0.122537470473E+05
  0.552919435501E+01  0.109125181760E+05  0.188022908966E+05  0.183360672521E+05
  0.578052139282E+01  0.165681928994E+05  0.278970245571E+05  0.272276349134E+05
  0.603184795380E+01  0.249350696046E+05  0.411095343198E+05  0.401524542068E+05
  0.628317499161E+01  0.372320654219E+05  0.489282704422E+05  0.588433308480E+05
