 # Cas A
  0.76247266326702379        1.3366841962824241     
  0.74641892780589247        1.3897632814980623     
  0.72975889711359065        1.4401423615298909     
  0.71254112733985342        1.4879896594083561     
  0.69481331040720729        1.5334586614186176     
  0.67662196884280956        1.5766886447133741     
  0.65801218556623775        1.6178055291988882     
  0.63902736929645709        1.6569228972854055     
  0.61970905550974587        1.6941430766263901     
  0.60009674224058318        1.7295582180686644     
  0.58022775947569916        1.7632513271230705     
  0.56013717044959010        1.7952972252103379     
  0.53985770280599832        1.8257634289995153     
  0.51941970733932707        1.8547109440494547     
  0.49885114186556900        1.8821949739505646     
  0.47817757768532471        1.9082655491572451     
  0.45742222608215322        1.9329680813503889     
  0.43660598233765457        1.9563438499298100     
  0.41574748483020246        1.9784304274245272     
  0.39486318690736366        1.9992620504410443     
  0.37396743937366289        2.0188699423927137     
  0.35307258160722821        2.0372825937645849     
  0.33218903950368533        2.0545260051316858     
  0.31132542863717227        2.0706238976051146     
  0.29048866122123745        2.0855978948545419     
  0.26968405564234865        2.0994676803620447     
  0.24891544752235747        2.1122511331079217     
  0.22818530144093019        2.1239644444770276     
  0.20749482261277524        2.1346222188040467     
  0.18684406796618766        2.1442375596461254     
  0.16623205620822076        2.1528221435784523     
  0.14565687658732282        2.1603862830493221     
  0.12511579617650584        2.1669389796023051     
  0.10460536559924545        2.1724879685707537     
  8.41215232067163698E-002   2.1770397561705184     
  6.36596977891204646E-002   2.1805996497570983     
  4.32149099662873723E-002   2.1831717818703917     
  2.27818724539503373E-002   2.1847591285608430     
  2.35508944261679162E-003   2.1853635223723642     
 -1.80710446438014753E-002   2.1849856602474054     
 -3.85021467221126831E-002   2.1836251065154983     
 -5.89437466585950587E-002   2.1812802910262197     
 -7.94011886131462397E-002   2.1779485023885043     
 -9.98795318280400468E-002   2.1736258761783662     
 -0.12038345058856988        2.1683073778740947     
 -0.14091713311078760        2.1619867801695691     
 -0.16148417914965912        2.1546566342000801     
 -0.18208749616966996        2.1463082340884374     
 -0.20272919397970743        2.1369315740794890     
 -0.22341047780544726        2.1265152973756307     
 -0.24413153985600689        2.1150466356113502     
 -0.26489144953778798        2.1025113377080800     
 -0.28568804257761399        2.0888935866281559     
 -0.30651780943972334        2.0741759022948916     
 -0.32737578355692903        2.0583390286610568     
 -0.34825543004502213        2.0413618025869043     
 -0.36914853573061440        2.0232210018282353     
 -0.39004510149492155        2.0038911690326602     
 -0.41093323811774801        1.9833444081975400     
 -0.43179906699470549        1.9615501495580625     
 -0.45262662729326347        1.9384748783545589     
 -0.47339779130548565        1.9140818223869454     
 -0.49409218994219917        1.8883305927231466     
 -0.51468715048881719        1.8611767714239860     
 -0.53515764890002815        1.8325714397369923     
 -0.55547627904103491        1.8024606399846097     
 -0.57561324137805991        1.7707847644620309     
 -0.59553635367080449        1.7374778652645031     
 -0.61521108621437903        1.7024668803734428     
 -0.63460062410771190        1.6656707739643604     
 -0.65366595887971946        1.6269995933564978     
 -0.67236601157455333        1.5863534521492166     
 -0.69065778907547226        1.5436214600574145     
 -0.70849657502788477        1.4986806363676617     
 -0.72583615620331843        1.4513948679146580     
 -0.74262908452848908        1.4016140067503600     
 -0.75882697429251922        1.3491732505569543     
 -0.77438083325072837        1.2938930140117610     
 -0.78924142548051923        1.2355795851334945     
 -0.80335966293428807        1.1740269688099003     
 -0.81668702170177232        1.1090204475174235     
 -0.82917597807030630        1.0403425250042362     
 -0.84078045859038886       0.96778203479006797     
 -0.85145629755256425       0.89114723918776484     
 -0.86116169459735858       0.81028363022897176     
 -0.86985766464890690       0.72509675096505299     
 -0.87750847201717208       0.63557954866713917     
 -0.88408204037984184       0.54184245787848750     
 -0.88955033045333431       0.44414264945912668     
 -0.89388967750770565       0.34290701902416759     
 -0.89708108148299193       0.23874224328018490     
 -0.89911044332694978       0.13242557278971262     
 -0.89996874227950130       2.48727223387051610E-002
 -0.89965215012962607      -8.29158303131756064E-002
 -0.89816207989186692      -0.18992300450116084     
 -0.89550516782072698      -0.29518621533296757     
 -0.89169318916291607      -0.39785895690834294     
 -0.88674290952642676      -0.49725338942885422     
 -0.88067587519698443      -0.59285991359372026     
 -0.87351814709720998      -0.68434531556888911     
 -0.86529998428526789      -0.77153488631959377     
 -0.85605548386708363      -0.85438528535794922     
 -0.84582218491967964      -0.93295428266758296     
 -0.83464064448742670       -1.0073718241028655     
 -0.82255399392474671       -1.0778149919357516     
 -0.80960748383045078       -1.1444878903563984     
 -0.79584802556805889       -1.2076064505796866     
 -0.78132373691696488       -1.2673875824890686     
 -0.76608349878115567       -1.3240418736163968     
 -0.75017652913000843       -1.3777690200534916     
 -0.73365197949659022       -1.4287552650518518     
 -0.71655855845020855       -1.4771722524696593     
 -0.69894418552733595       -1.5231768359291802     
 -0.68085567818082471       -1.5669115025237275     
 -0.66233847341956087       -1.6085051660174186     
 -0.64343638498238764       -1.6480741588057848     
 -0.62419139613894603       -1.6857233072920277     
 -0.60464348754843444       -1.7215470154396251     
 -0.58483049904257167       -1.7556303096117880     
 -0.56478802373414627       -1.7880498174089092     
 -0.54454933248644199       -1.8188746664639095     
 -0.52414532650735079       -1.8481672978832682     
 -0.50360451564845699       -1.8759841945862548     
 -0.48295301988536421       -1.9023765281818510     
 -0.46221459142149357       -1.9273907299353052     
 -0.44141065488338627       -1.9510689923092475     
 -0.42056036315102685       -1.9734497078620596     
 -0.39968066648198508       -1.9945678521853212     
 -0.37878639273398818       -2.0144553172231840     
 -0.35789033665842435       -2.0331412008468979     
 -0.33700335641971912       -2.0506520580279477     
 -0.31613447568599484       -2.0670121184086647     
 -0.29529098982941293       -2.0822434745376874     
 -0.27447857496557226       -2.0963662445357252     
 -0.25370139874667730       -2.1093987124933289     
 -0.23296223200011171       -2.1213574494804810     
 -0.21226256047050948       -2.1322574176681215     
 -0.19160269607798663       -2.1421120597227130     
 -0.17098188724700791       -2.1509333753338407     
 -0.15039842798896225       -2.1587319864683119     
 -0.12984976553680563       -2.1655171927086800     
 -0.10933260643225531       -2.1712970178259314     
 -8.88430210553195765E-002  -2.1760782485517023     
 -6.83765466628803581E-002  -2.1798664663514806     
 -4.79282890681263507E-002  -2.1826660728536353     
 -2.74930231463940550E-002  -2.1844803094568319     
 -7.06529239591879507E-003  -2.1853112715176839     
  1.33604921854226545E-002  -2.1851599174087655     
  3.37899536237122461E-002  -2.1840260726318976     
  5.42286505964093279E-002  -2.1819084290705963     
  7.46819788637705512E-002  -2.1788045393664417     
  9.51550722106846852E-002  -2.1747108063046499     
  0.11565270262116989       -2.1696224669920636     
  0.13617917943341148       -2.1635335715038129     
  0.15673824725894889       -2.1564369555606624     
  0.17733298249584717       -2.1483242066750856     
  0.19796568832288144       -2.1391856230676929     
  0.21863778813043869       -2.1290101645040318     
  0.23934971742453318       -2.1177853940319036     
  0.26010081433354038       -2.1054974094079970     
  0.28088920895340602       -2.0921307627864070     
  0.30171171188646956       -2.0776683669969005     
  0.32256370246173816       -2.0620913864639872     
  0.34343901727025605       -2.0453791105053947     
  0.36432983980756628       -2.0275088063972468     
  0.38522659218512073       -2.0084555492006420     
  0.40611783005226171       -1.9881920249093687     
  0.42699014205780966       -1.9666883030024080     
  0.44782805537231202       -1.9439115739726096     
  0.46861394898474901       -1.9198258468652141     
  0.48932797667612121       -1.8943916013161979     
  0.50994800175104193       -1.8675653880633836     
  0.53044954577038950       -1.8392993714649166     
  0.55080575366542317       -1.8095408072805759     
  0.57098737771780128       -1.7782314489732363     
  0.59096278295118665       -1.7453068762518269     
  0.61069797648857593       -1.7106957407692367     
  0.63015666337494225       -1.6743189261943250     
  0.64930033123724218       -1.6360886238488612     
  0.66808836594403220       -1.5959073315193630     
  0.68647820012691130       -1.5536667930102677     
  0.70442549602976934       -1.5092469109913431     
  0.72188436365609721       -1.4625146877055069     
  0.73880761458950817       -1.4133232797279236     
  0.75514705117236214       -1.3615112973894157     
  0.77085378995085474       -1.3069025403231247     
  0.78587861744614540       -1.2493064414058590     
  0.80017237540940278       -1.1885195944046751     
  0.81368637178863712       -1.1243288645369283     
  0.82637281270635010       -1.0565167168165679     
  0.83818524985287768      -0.98486952128007499     
  0.84907903687719677      -0.90918966099902909     
  0.85901178764240926      -0.82931220047678444     
  0.86794382864365960      -0.74512655542141859     
  0.87583863749517665      -0.65660290456386994     
  0.88266325920842892      -0.56382188993140292     
  0.88838869202669901      -0.46700447539379569     
  0.89299023486869467      -0.36653694364357103     
  0.89644778897657662      -0.26298454291598816     
  0.89874610716689263      -0.15708718381064474     
  0.89987498513523456      -4.97327031578114059E-002
  0.89982939052682409       5.80922842614971097E-002
  0.89860952688578943       0.16536811860481765     
  0.89622083106042572       0.27111365320792985     
  0.89267390412258829       0.37445103685320125     
  0.88798437734014235       0.47465325618423249     
  0.88217271620330029       0.57116906172255888     
  0.87526396689720687       0.66362567499489300     
  0.86728745085864489       0.75181401431988060     
  0.85827641408750022       0.83566310144104372     
  0.84826763866677379       0.91521005934893518     
  0.83730102446863830       0.99057057908114310     
  0.82541914929307458        1.0619128424116306     
  0.81266681571128208        1.1294362427145972     
  0.79909059268464833        1.1933550922876168     
  0.78473835962393512        1.2538868386011635     
  0.76965885997114614        1.3112440193466712     
  0.75390127066202206        1.3656291319453702     
  0.73751479299701994        1.4172316667747851     
  0.72054826955044582        1.4662266797720480     
  0.70304983081729688        1.5127744154253397     
  0.68506657436856311        1.5570206136368452     
  0.66664427838733553        1.5990972352373105     
  0.64782715061427854        1.6391234200872302     
  0.62865761296076328        1.6772065511381467     
  0.60917612136483368        1.7134433411305872     
  0.58942101987769668        1.7479208893774241     
  0.56942842748046851        1.7807176774648938     
  0.54923215574229789        1.8119044872353269     
  0.52886365513820210        1.8415452340500227     
