 # Cas A
  0.50835198764183787        1.8696977145254641     
  0.48772382308689782        1.8964142717538912     
  0.46700345674152816        1.9217423832212754     
  0.44621284555307639        1.9457251777593518     
  0.42537166058539666        1.9684018882882950     
  0.40449735327789171        1.9898082470810867     
  0.38360523329502738        2.0099768299854062     
  0.36270855589855594        2.0289373555919821     
  0.34181861695438531        2.0467169448176747     
  0.32094485387517419        2.0633403458273620     
  0.30009495099257810        2.0788301286824020     
  0.27927494804486314        2.0932068535936925     
  0.25848935065251871        2.1064892161843378     
  0.23774124183357223        2.1186941727352457     
  0.21703239377932387        2.1298370479976492     
  0.19636337926862835        2.1399316278083549     
  0.17573368224365793        2.1489902384339521     
  0.15514180720174731        2.1570238142960285     
  0.13458538717627055        2.1640419554870811     
  0.11406129018463618        2.1700529762726215     
  9.35657241137067969E-002   2.1750639455854306     
  7.30943400926905851E-002   2.1790807203495683     
  5.26423344713179697E-002   2.1821079723214125     
  3.22045495774410939E-002   2.1841492089996675     
  1.17755734735896199E-002   2.1852067890331406     
 -8.65016103304955264E-003   2.1852819324415074     
 -2.90782778479002080E-002   2.1843747258577859     
 -4.95143592191007939E-002   2.1824841228994551     
 -6.99638472405419987E-002   2.1796079396757846     
 -9.04319449319677809E-002   2.1757428453397445     
 -0.11092351661387581        2.1708843474915982     
 -0.13144298731830156        2.1650267721356493     
 -0.15199424100994013        2.1581632377792808     
 -0.17258051743582623        2.1502856231419094     
 -0.19320430747641251        2.1413845278081913     
 -0.21386724693686776        2.1314492250119614     
 -0.23457000879528997        2.1204676055720051     
 -0.25531219401481114        2.1084261118146710     
 -0.27609222112970566        2.0953096601081520     
 -0.29690721493192962        2.0811015503954344     
 -0.31775289471415163        2.0657833608438496     
 -0.33862346266815596        2.0493348254252117     
 -0.35951149319303199        2.0317336918984483     
 -0.38040782403488965        2.0129555572836968     
 -0.40130145035749687        1.9929736774916533     
 -0.42217942302912420        1.9717587473050713     
 -0.44302675260215202        1.9492786464046883     
 -0.46382632065496227        1.9254981465986671     
 -0.48455880035569560        1.9003785748699855     
 -0.50520258828901077        1.8738774263292415     
 -0.52573374975344089        1.8459479206979206     
 -0.54612597988070199        1.8165384956222739     
 -0.56635058304084251        1.7855922300414420     
 -0.58637647306910878        1.7530461911708952     
 -0.60617019687193197        1.7188306996572773     
 -0.62569598393032377        1.6828685094676150     
 -0.64491582410911863        1.6450739026035057     
 -0.66378957599043176        1.6053517045016150     
 -0.68227510767108979        1.5635962350064472     
 -0.70032847159014400        1.5196902234706970     
 -0.71790411447991587        1.4735037367244417     
 -0.73495512296162424        1.4248931978011101     
 -0.75143350463771574        1.3737006144685389     
 -0.76729050377533281        1.3197531933415267     
 -0.78247694984170957        1.2628635912856438     
 -0.79694363626079390        1.2028311536738079     
 -0.81064172583446736        1.1394446085852024     
 -0.82352317833978317        1.0724868204073157     
 -0.83554119490834211        1.0017423362574711     
 -0.84665067295112251       0.92700854430498081     
 -0.85680866464917604       0.84811123471490724     
 -0.86597483142457676       0.76492510624442378     
 -0.87411188637110493       0.67739916155442348     
 -0.88118601638970562       0.58558585936308316     
 -0.88716727576289733       0.48967131398352443     
 -0.89202994313217776       0.39000195008285576     
 -0.89575283432556574       0.28710137907580102     
 -0.89831956422567427       0.18167075081242068     
 -0.89971875186590533       7.45673858538322964E-002
 -0.89994416416086365      -3.32395063603427993E-002
 -0.89899479505261992      -0.14073154732048337     
 -0.89687487830984181      -0.24691251925755586     
 -0.89359383369614298      -0.35087577687938110     
 -0.88916614770568136      -0.45185645639737093     
 -0.88361119153349921      -0.54926178101416179     
 -0.87695298036217817      -0.64267859298029240     
 -0.86921987933232869      -0.73186204958649781     
 -0.86044426265071527      -0.81671191891158679     
 -0.85066213313219230      -0.89724309422476478     
 -0.83991271005508261      -0.97355561977898009     
 -0.82823799353657113       -1.0458076448317577     
 -0.81568231371521827       -1.1141929877854067     
 -0.80229187287690118       -1.1789237187669381     
 -0.78811428829925201       -1.2402173985516411     
 -0.77319814304522827       -1.2982882453325841     
 -0.75759255124156866       -1.3533414027036772     
 -0.74134674356880592       -1.4055695342892665     
 -0.72450967780373998       -1.4551510895637489     
 -0.70712967832944640       -1.5022497212805870     
 -0.68925410759603967       -1.5470144614829748     
 -0.67092907160766435       -1.5895803695224939     
 -0.65219916065292827       -1.6300694496351229     
 -0.63310722570737787       -1.6685916993090542     
 -0.61369419023246286       -1.7052461963724803     
 -0.59399889648539783       -1.7401221660918047     
 -0.57405798494329729       -1.7732999928717625     
 -0.55390580503364195       -1.8048521570673173     
 -0.53357435504871475       -1.8348440880351742     
 -0.51309324889850871       -1.8633349314336423     
 -0.49248970721706042       -1.8903782330684056     
 -0.47178857027208226       -1.9160225441016741     
 -0.45101233012724057       -1.9403119537761668     
 -0.43018117956025242       -1.9632865563610513     
 -0.40931307533809230       -1.9849828590860163     
 -0.38842381358343708       -2.0054341375843832     
 -0.36752711512517966       -2.0246707449461070     
 -0.34663471890244107       -2.0427203799725606     
 -0.32575648167902432       -2.0596083196828694     
 -0.30490048251770052       -2.0753576205814008     
 -0.28407313065612400       -2.0899892926789838     
 -0.26327927561450709       -2.1035224497783749     
 -0.24252231854628531       -2.1159744390930770     
 -0.22180432401449987       -2.1273609528695663     
 -0.20112613153681491       -2.1376961243254859     
 -0.18048746638986435       -2.1469926098981671     
 -0.15988704929834610       -2.1552616595157952     
 -0.13932270475570241       -2.1625131763541594     
 -0.11879146783138719       -2.1687557673215756     
 -9.82896894148851119E-002  -2.1739967853196327     
 -7.78131399292228826E-002  -2.1782423641544852     
 -5.73571116171937290E-002  -2.1814974468191957     
 -3.69165195624317072E-002  -2.1837658077290905     
 -1.64860016553451498E-002  -2.1850500693663877     
  3.93998224877262215E-003  -2.1853517136747866     
  2.43670517049834334E-002  -2.1846710884368021     
  4.48008072955058262E-002  -2.1830074087639493     
  6.52467321885965429E-002  -2.1803587537301623     
  8.57100933418663558E-002  -2.1767220580797986     
  0.10619584206377231       -2.1720930988409783     
  0.12670851366810951       -2.1664664765706036     
  0.14725212598735407       -2.1598355908468188     
  0.16783007655204019       -2.1521926095055028     
  0.18844503829542736       -2.1435284309870557     
  0.20909885370602826       -2.1338326390154965     
  0.22979242742565240       -2.1230934486708315     
  0.25052561737799744       -2.1112976427346242     
  0.27129712461295774       -2.0984304969843759     
  0.29210438216507467       -2.0844756928812105     
  0.31294344335111668       -2.0694152158337995     
  0.33380887007158383       -2.0532292369258802     
  0.35469362183359793       -2.0358959756616879     
  0.37558894637735279       -2.0173915409103143     
  0.39648427296373573       -1.9976897468145780     
  0.41736710956494572       -1.9767618999725343     


 # Energia cas A
 Energia al principi(t=0):    1.1125000000000000      Energia al final(t=10):   0.99901603677330963     


 # Energia cas B
 Energia al principi(t=0):    2.0125000000000002      Energia al final(t=10):  -0.17716190699378942     


 # Integral metode tancat
 0.3026168347E+01


 # Convergencia de MonteCarlo amb mostreig d'importancia
       10000   3.0399328315177554       1.90894913003615135E-002
       20000   3.0364110731645373       1.34855953841831501E-002
       30000   3.0320291080742927       1.10136232567182493E-002
       40000   3.0301867305529848       9.51829459684032549E-003
       50000   3.0259106988740330       8.51331556627586868E-003
       60000   3.0224405008753092       7.76884752422328691E-003
       70000   3.0226963242276623       7.18907155327534048E-003
       80000   3.0237738087199557       6.72824788790426197E-003
       90000   3.0211350068966327       6.34634512468901756E-003
      100000   3.0207280582001297       6.01981208090377785E-003
