           1   3.7200000    
           2   18.600000    
           3   52.080002    
           4   111.60001    
           5   204.60002    
           6   338.52002    
           7   520.80005    
           8   758.88007    
           9   1060.2001    
          10   1432.2001    
          11   1882.3201    
          12   2418.0000    
          13   3046.6802    
          14   3775.7998    
          15   4612.7998    
          16   5565.1196    
          17   6640.1997    
          18   7845.4795    
          19   9188.3994    
          20   10676.399    
          21   12316.920    
          22   14117.400    
          23   16085.280    
          24   18228.000    
          25   20553.000    
          26   23067.721    
          27   25779.602    
          28   28696.084    
          29   31824.602    
          30   35172.602    
          31   38747.523    
          32   42556.805    
          33   46607.883    
          34   50908.203    
          35   55465.203    
          36   60286.324    
          37   65379.004    
          38   70750.688    
          39   76408.805    
          40   82360.805    
