   3.9466667175292969        553.26585605729190        8617.7675544455851       5.91817035380692857E-004  4.35919096375414483E-007
   1.3155555725097656        61.473984006365768        106.39219203019240       6.57622581501371428E-005  5.41093569950135134E-009
  0.43851852416992188        6.8304426673739744        1.3134838522245975       7.30697720818795915E-006  6.70246080858305504E-011
  0.14617284138997397       0.75893807415266390       1.62158500274641702E-002  8.11887310270265061E-007  1.01163522003844264E-012
  4.87242804633246512E-002  8.43264526836293160E-002  2.00195679351409454E-004  9.02099319688431933E-008  1.96287430753727676E-013
  1.62414268211082159E-002  9.36960585373658970E-003  2.47155159693098063E-006  1.00235464373099603E-008  1.95399252334027551E-013
  5.41380894036940560E-003  1.04106731708184332E-003  3.05129826781602574E-008  1.11396314395051377E-009  1.77635683940025046E-013
  1.80460298012313520E-003  1.15674146342427045E-004  3.76703489853830349E-010  1.24014576385889086E-010  1.93622895494627301E-013
  6.01534326707711805E-004  1.28526829269363406E-005  4.65066036856580843E-012  1.39932510023754730E-011  1.96287430753727676E-013
  2.00511442235903908E-004  1.42807588077070395E-006  5.74155601057506801E-014  1.74704695155014633E-012  2.50466314355435316E-013
  6.68371474119679784E-005  1.58675097863411617E-007  7.08834075379638698E-016  3.65929508916451596E-013  2.56683563293336192E-013
  2.22790491373226572E-005  1.76305664292679512E-008  8.75103796764985488E-018   0.0000000000000000        0.0000000000000000     
