  0.69813172022501624        3.0623485697565087        1.4925516347588550       5.20754161851921804E-003  3.74047952156738583E-002
  0.23271057340833876       0.34026095219516767       1.84265633920846286E-002  2.06965555804572432E-011  6.50942679030874771E-004
  7.75701911361129232E-002  3.78067724661297483E-002  2.27488436939316489E-004  2.72160072256610874E-012  4.75175454539566999E-013
  2.58567303787043054E-002  4.20075249623663716E-003  2.80849922147304155E-006  3.77586850675015739E-013  8.43769498715118971E-014
  8.61891012623476963E-003  4.66750277359626519E-004  3.46728298947289331E-008  7.32747196252603317E-014  3.54161144855424936E-014
  2.87297004207825611E-003  5.18611419288473813E-005  4.28059628329986527E-010  3.15303338993544457E-014  2.55351295663786004E-014
  9.57656680692752144E-004  5.76234910320526553E-006  5.28468676950600887E-012  2.22044604925031308E-014  2.29816166097407404E-014
  3.19218893564250715E-004  6.40261011467251702E-007  6.52430465371112091E-014  2.36477504245158343E-014  2.16493489801905525E-014
  1.06406297854750234E-004  7.11401123852501817E-008  8.05469710334706389E-016  2.79776202205539448E-014  2.60902410786911787E-014
  3.54687659515834090E-005  7.90445693169446335E-009  9.94407049795933458E-018  1.95399252334027551E-014  2.28705943072782247E-014
  1.18229219838611375E-005  8.78272992410496215E-010  1.22766302443942466E-019  3.97459842815806041E-014  2.17603712826530682E-014
  3.94097399462037915E-006  9.75858880456106876E-011  1.51563336350546267E-021   0.0000000000000000        0.0000000000000000     
